question1,question2,score
smallest-string-with-swaps,minimize-hamming-distance-after-swap-operations,1.0
smallest-string-with-swaps,process-restricted-friend-requests,1.0
smallest-string-with-swaps,largest-number-after-digit-swaps-by-parity,1.0
smallest-string-with-swaps,lexicographically-smallest-beautiful-string,1.0
smallest-string-with-swaps,make-lexicographically-smallest-array-by-swapping-elements,1.0
last-person-to-fit-in-the-bus,running-total-for-different-genders,1.0
last-person-to-fit-in-the-bus,the-number-of-seniors-and-juniors-to-join-the-company,1.0
last-person-to-fit-in-the-bus,the-number-of-seniors-and-juniors-to-join-the-company-ii,1.0
get-equal-substrings-within-budget,longest-nice-subarray,1.0
remove-all-adjacent-duplicates-in-string-ii,replace-non-coprime-numbers-in-array,1.0
remove-all-adjacent-duplicates-in-string-ii,minimize-string-length,1.0
queries-quality-and-percentage,percentage-of-users-attended-a-contest,1.0
intersection-of-three-sorted-arrays,intersection-of-multiple-arrays,1.0
stepping-numbers,count-stepping-numbers-in-range,1.0
valid-palindrome-iii,valid-palindrome-iv,1.0
minimum-cost-to-move-chips-to-the-same-position,minimum-number-of-operations-to-move-all-balls-to-each-box,1.0
minimum-cost-to-move-chips-to-the-same-position,split-with-minimum-sum,1.0
longest-arithmetic-subsequence-of-given-difference,destroy-sequential-targets,1.0
count-vowels-permutation,number-of-strings-which-can-be-rearranged-to-contain-substring,1.0
split-a-string-in-balanced-strings,split-strings-by-separator,1.0
queens-that-can-attack-the-king,minimum-moves-to-capture-the-queen,1.0
dice-roll-simulation,find-missing-observations,1.0
dice-roll-simulation,number-of-distinct-roll-sequences,1.0
maximum-equal-frequency,remove-letter-to-equalize-frequency,1.0
maximum-equal-frequency,count-submatrices-with-equal-frequency-of-x-and-y,1.0
report-contiguous-dates,find-the-start-and-end-number-of-continuous-ranges,1.0
report-contiguous-dates,find-the-missing-ids,1.0
report-contiguous-dates,customers-with-strictly-increasing-purchases,1.0
meeting-scheduler,merge-two-2d-arrays-by-summing-values,1.0
meeting-scheduler,reschedule-meetings-for-maximum-free-time-i,1.0
maximum-profit-in-job-scheduling,maximum-earnings-from-taxi,1.0
maximum-profit-in-job-scheduling,two-best-non-overlapping-events,1.0
web-crawler,web-crawler-multithreaded,1.0
tiling-a-rectangle-with-the-fewest-squares,selling-pieces-of-wood,1.0
tree-diameter,count-subtrees-with-max-distance-between-cities,1.0
tree-diameter,find-minimum-diameter-after-merging-two-trees,1.0
minimum-swaps-to-make-strings-equal,determine-if-two-strings-are-close,1.0
minimum-swaps-to-make-strings-equal,make-number-of-distinct-characters-equal,1.0
count-number-of-nice-subarrays,k-divisible-elements-subarrays,1.0
count-number-of-nice-subarrays,count-subarrays-with-fixed-bounds,1.0
count-number-of-nice-subarrays,ways-to-split-array-into-good-subarrays,1.0
count-number-of-nice-subarrays,count-of-interesting-subarrays,1.0
minimum-remove-to-make-valid-parentheses,minimum-number-of-swaps-to-make-the-string-balanced,1.0
minimum-remove-to-make-valid-parentheses,check-if-a-parentheses-string-can-be-valid,1.0
reconstruct-a-2-row-binary-matrix,find-valid-matrix-given-row-and-column-sums,1.0
maximum-score-words-formed-by-letters,maximum-good-people-based-on-statements,1.0
page-recommendations,page-recommendations-ii,1.0
page-recommendations,strong-friendship,1.0
number-of-ways-to-stay-in-the-same-place-after-some-steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,1.0
find-winner-on-a-tic-tac-toe-game,categorize-box-according-to-criteria,1.0
count-square-submatrices-with-all-ones,minimum-cost-homecoming-of-a-robot-in-a-grid,1.0
count-square-submatrices-with-all-ones,count-fertile-pyramids-in-a-land,1.0
palindrome-partitioning-iii,palindrome-partitioning-iv,1.0
palindrome-partitioning-iii,maximum-number-of-non-overlapping-palindrome-substrings,1.0
palindrome-partitioning-iii,minimum-changes-to-make-k-semi-palindromes,1.0
group-the-people-given-the-group-size-they-belong-to,maximum-number-of-groups-with-increasing-length,1.0
find-the-smallest-divisor-given-a-threshold,minimized-maximum-of-products-distributed-to-any-store,1.0
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,minimum-operations-to-remove-adjacent-ones-in-matrix,1.0
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,remove-all-ones-with-row-and-column-flips,1.0
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,remove-all-ones-with-row-and-column-flips-ii,1.0
find-the-start-and-end-number-of-continuous-ranges,find-the-missing-ids,1.0
find-the-start-and-end-number-of-continuous-ranges,customers-with-strictly-increasing-purchases,1.0
shortest-path-in-a-grid-with-obstacles-elimination,shortest-path-to-get-food,1.0
shortest-path-in-a-grid-with-obstacles-elimination,minimum-obstacle-removal-to-reach-corner,1.0
shortest-path-in-a-grid-with-obstacles-elimination,find-a-safe-walk-through-a-grid,1.0
find-numbers-with-even-number-of-digits,finding-3-digit-even-numbers,1.0
find-numbers-with-even-number-of-digits,number-of-even-and-odd-bits,1.0
find-numbers-with-even-number-of-digits,find-if-digit-game-can-be-won,1.0
divide-array-in-sets-of-k-consecutive-numbers,all-divisions-with-the-highest-score-of-a-binary-array,1.0
maximum-number-of-occurrences-of-a-substring,rearrange-characters-to-make-target-string,1.0
replace-elements-with-greatest-element-on-right-side,two-furthest-houses-with-different-colors,1.0
replace-elements-with-greatest-element-on-right-side,next-greater-element-iv,1.0
jump-game-iii,jump-game-vii,1.0
jump-game-iii,jump-game-viii,1.0
jump-game-iii,maximum-number-of-jumps-to-reach-the-last-index,1.0
minimum-insertion-steps-to-make-a-string-palindrome,minimum-number-of-moves-to-make-palindrome,1.0
matrix-block-sum,stamping-the-grid,1.0
matrix-block-sum,maximum-sum-of-an-hourglass,1.0
matrix-block-sum,design-neighbor-sum-service,1.0
distinct-echo-substrings,find-substring-with-given-hash-value,1.0
minimum-flips-to-make-a-or-b-equal-to-c,minimum-bit-flips-to-convert-number,1.0
minimum-distance-to-type-a-word-using-two-fingers,minimum-time-to-type-word-using-special-typewriter,1.0
sort-the-matrix-diagonally,sort-matrix-by-diagonals,1.0
rank-transform-of-an-array,rank-transform-of-a-matrix,1.0
rank-transform-of-an-array,find-target-indices-after-sorting-array,1.0
find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,second-minimum-time-to-reach-destination,1.0
number-of-transactions-per-visit,find-the-missing-ids,1.0
maximum-product-of-splitted-binary-tree,count-nodes-with-the-highest-score,1.0
jump-game-v,jump-game-vii,1.0
jump-game-v,jump-game-viii,1.0
number-of-steps-to-reduce-a-number-to-zero,minimum-moves-to-reach-target-score,1.0
number-of-steps-to-reduce-a-number-to-zero,count-operations-to-obtain-zero,1.0
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,k-radius-subarray-averages,1.0
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,count-subarrays-with-median-k,1.0
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,apply-operations-to-make-all-array-elements-equal-to-zero,1.0
jump-game-iv,jump-game-vii,1.0
jump-game-iv,jump-game-viii,1.0
jump-game-iv,maximum-number-of-jumps-to-reach-the-last-index,1.0
check-if-n-and-its-double-exist,keep-multiplying-found-values-by-two,1.0
minimum-number-of-steps-to-make-two-strings-anagram,determine-if-two-strings-are-close,1.0
minimum-number-of-steps-to-make-two-strings-anagram,minimum-number-of-steps-to-make-two-strings-anagram-ii,1.0
minimum-number-of-steps-to-make-two-strings-anagram,minimum-operations-to-make-character-frequencies-equal,1.0
tweet-counts-per-frequency,design-video-sharing-platform,1.0
count-negative-numbers-in-a-sorted-matrix,maximum-count-of-positive-integer-and-negative-integer,1.0
maximum-number-of-events-that-can-be-attended,maximum-number-of-events-that-can-be-attended-ii,1.0
maximum-number-of-events-that-can-be-attended,maximum-earnings-from-taxi,1.0
maximum-number-of-events-that-can-be-attended,meeting-rooms-iii,1.0
construct-target-array-with-multiple-sums,minimum-amount-of-time-to-fill-cups,1.0
sort-integers-by-the-number-of-1-bits,find-subsequence-of-length-k-with-the-largest-sum,1.0
sort-integers-by-the-number-of-1-bits,find-if-array-can-be-sorted,1.0
apply-discount-every-n-orders,apply-discount-to-prices,1.0
number-of-substrings-containing-all-three-characters,vowels-of-all-substrings,1.0
number-of-substrings-containing-all-three-characters,count-complete-substrings,1.0
number-of-days-between-two-dates,count-days-spent-together,1.0
closest-divisors,distinct-prime-factors-of-product-of-array,1.0
how-many-numbers-are-smaller-than-the-current-number,longest-subsequence-with-limited-sum,1.0
minimum-cost-to-make-at-least-one-valid-path-in-a-grid,minimum-weighted-subgraph-with-the-required-paths,1.0
minimum-cost-to-make-at-least-one-valid-path-in-a-grid,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,1.0
longest-zigzag-path-in-a-binary-tree,zigzag-grid-traversal-with-skip,1.0
frog-position-after-t-seconds,longest-special-path,1.0
maximum-performance-of-a-team,maximum-fruits-harvested-after-at-most-k-steps,1.0
cinema-seat-allocation,booking-concert-tickets-in-groups,1.0
sort-integers-by-the-power-value,find-score-of-an-array-after-marking-all-elements,1.0
check-if-there-is-a-valid-path-in-a-grid,check-if-there-is-a-valid-parentheses-string-path,1.0
longest-happy-prefix,sum-of-scores-of-built-strings,1.0
longest-happy-prefix,maximum-deletions-on-a-string,1.0
longest-happy-prefix,minimum-time-to-revert-word-to-initial-state-ii,1.0
longest-happy-prefix,minimum-time-to-revert-word-to-initial-state-i,1.0
design-underground-system,design-bitset,1.0
minimum-subsequence-in-non-increasing-order,count-hills-and-valleys-in-an-array,1.0
number-of-steps-to-reduce-a-number-in-binary-representation-to-one,minimum-moves-to-reach-target-score,1.0
stone-game-iii,stone-game-v,1.0
stone-game-iii,stone-game-vi,1.0
stone-game-iii,stone-game-vii,1.0
stone-game-iii,stone-game-viii,1.0
stone-game-iii,stone-game-ix,1.0
string-matching-in-an-array,substring-xor-queries,1.0
number-of-ways-to-paint-n-3-grid,painting-a-grid-with-three-different-colors,1.0
restore-the-array,number-of-ways-to-separate-numbers,1.0
restore-the-array,number-of-beautiful-partitions,1.0
minimum-number-of-frogs-croaking,divide-intervals-into-minimum-number-of-groups,1.0
maximum-points-you-can-obtain-from-cards,maximum-score-from-performing-multiplication-operations,1.0
maximum-points-you-can-obtain-from-cards,removing-minimum-and-maximum-from-array,1.0
maximum-points-you-can-obtain-from-cards,minimum-recolors-to-get-k-consecutive-black-blocks,1.0
maximum-points-you-can-obtain-from-cards,maximum-spending-after-buying-items,1.0
constrained-subsequence-sum,maximum-element-sum-of-a-complete-subset-of-indices,1.0
number-of-ways-to-wear-different-hats-to-each-other,the-number-of-good-subsets,1.0
create-a-session-bar-chart,count-salary-categories,1.0
check-if-all-1s-are-at-least-length-k-places-away,task-scheduler-ii,1.0
longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,partition-array-such-that-maximum-difference-is-k,1.0
longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,count-subarrays-with-fixed-bounds,1.0
build-an-array-with-stack-operations,minimum-operations-to-collect-elements,1.0
count-triplets-that-can-form-two-arrays-of-equal-xor,find-the-original-array-of-prefix-xor,1.0
number-of-ways-of-cutting-a-pizza,selling-pieces-of-wood,1.0
consecutive-characters,check-if-an-array-is-consecutive,1.0
consecutive-characters,count-number-of-homogenous-substrings,1.0
consecutive-characters,longest-substring-of-one-repeating-character,1.0
consecutive-characters,minimum-number-of-chairs-in-a-waiting-room,1.0
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,counting-words-with-a-given-prefix,1.0
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,count-prefixes-of-a-given-string,1.0
maximum-number-of-vowels-in-a-substring-of-given-length,maximum-white-tiles-covered-by-a-carpet,1.0
maximum-number-of-vowels-in-a-substring-of-given-length,minimum-recolors-to-get-k-consecutive-black-blocks,1.0
maximum-number-of-vowels-in-a-substring-of-given-length,length-of-the-longest-alphabetical-continuous-substring,1.0
reorder-routes-to-make-all-paths-lead-to-the-city-zero,minimum-edge-reversals-so-every-node-is-reachable,1.0
design-browser-history,design-video-sharing-platform,1.0
paint-house-iii,number-of-distinct-roll-sequences,1.0
paint-house-iii,paint-house-iv,1.0
find-two-non-overlapping-sub-arrays-each-with-target-sum,find-subarrays-with-equal-sum,1.0
least-number-of-unique-integers-after-k-removals,maximum-number-of-distinct-elements-after-operations,1.0
minimum-number-of-days-to-make-m-bouquets,maximize-the-confusion-of-an-exam,1.0
minimum-number-of-days-to-make-m-bouquets,earliest-possible-day-of-full-bloom,1.0
kth-ancestor-of-a-tree-node,minimum-edge-weight-equilibrium-queries-in-a-tree,1.0
group-sold-products-by-the-date,finding-the-topic-of-each-post,1.0
clone-binary-tree-with-random-pointer,clone-n-ary-tree,1.0
check-if-array-pairs-are-divisible-by-k,count-array-pairs-divisible-by-k,1.0
check-if-array-pairs-are-divisible-by-k,minimum-deletions-to-make-array-divisible,1.0
check-if-array-pairs-are-divisible-by-k,count-pairs-that-form-a-complete-day-ii,1.0
check-if-array-pairs-are-divisible-by-k,count-pairs-that-form-a-complete-day-i,1.0
number-of-subsequences-that-satisfy-the-given-sum-condition,minimum-operations-to-form-subsequence-with-target-sum,1.0
number-of-subsequences-that-satisfy-the-given-sum-condition,find-the-sum-of-subsequence-powers,1.0
number-of-subsequences-that-satisfy-the-given-sum-condition,find-the-sum-of-the-power-of-all-subsequences,1.0
max-value-of-equation,count-pairs-in-two-arrays,1.0
can-make-arithmetic-progression-from-sequence,arithmetic-subarrays,1.0
last-moment-before-all-ants-fall-out-of-a-plank,count-collisions-on-a-road,1.0
last-moment-before-all-ants-fall-out-of-a-plank,movement-of-robots,1.0
count-submatrices-with-all-ones,count-submatrices-with-equal-frequency-of-x-and-y,1.0
find-root-of-n-ary-tree,move-sub-tree-of-n-ary-tree,1.0
minimum-difference-between-largest-and-smallest-value-in-three-moves,minimize-the-maximum-difference-of-pairs,1.0
stone-game-iv,stone-game-v,1.0
stone-game-iv,stone-game-vi,1.0
stone-game-iv,stone-game-vii,1.0
stone-game-iv,stone-game-viii,1.0
stone-game-iv,stone-game-ix,1.0
stone-game-iv,stone-removal-game,1.0
number-of-good-pairs,number-of-pairs-of-interchangeable-rectangles,1.0
number-of-good-pairs,substrings-that-begin-and-end-with-the-same-letter,1.0
number-of-substrings-with-only-1s,count-number-of-homogenous-substrings,1.0
number-of-substrings-with-only-1s,count-vowel-substrings-of-a-string,1.0
path-with-maximum-probability,number-of-ways-to-arrive-at-destination,1.0
water-bottles,water-bottles-ii,1.0
maximum-number-of-non-overlapping-substrings,maximum-number-of-non-overlapping-palindrome-substrings,1.0
count-odd-numbers-in-an-interval-range,check-if-bitwise-or-has-trailing-zeros,1.0
number-of-sub-arrays-with-odd-sum,subsequence-of-size-k-with-the-largest-even-sum,1.0
minimum-suffix-flips,minimum-operations-to-make-binary-array-elements-equal-to-one-ii,1.0
string-compression-ii,string-compression-iii,1.0
the-most-recent-three-orders,the-most-recent-orders-for-each-product,1.0
count-good-triplets,count-special-quadruplets,1.0
count-good-triplets,number-of-unequal-triplets-in-array,1.0
get-the-maximum-score,maximum-score-of-a-node-sequence,1.0
kth-missing-positive-number,append-k-integers-with-minimal-sum,1.0
can-convert-string-in-k-moves,minimum-cost-to-convert-string-i,1.0
can-convert-string-in-k-moves,minimum-cost-to-convert-string-ii,1.0
minimum-insertions-to-balance-a-parentheses-string,minimum-number-of-swaps-to-make-the-string-balanced,1.0
minimum-cost-to-cut-a-stick,number-of-ways-to-divide-a-long-corridor,1.0
minimum-cost-to-cut-a-stick,divide-an-array-into-subarrays-with-minimum-cost-ii,1.0
the-most-recent-orders-for-each-product,the-most-frequently-ordered-products-for-each-customer,1.0
minimum-operations-to-make-array-equal,minimum-number-of-operations-to-make-arrays-similar,1.0
